event,event_url,fighter_red,fighter_blue,result,method,round,time,bout_url
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Drakkar Klose,Devin Powell,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/bbb67c2ac4453d64
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Augusto Mendes,Frankie Saenz,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/b60bbec8ec98941b
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Aleksei Oleinik,Viktor Pesta,win,SUBEzekiel Choke,1,2:57,http://ufcstats.com/fight-details/1a81573425c585fb
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Anthony Rocco Martin,Alex White,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/8156479490877d08
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Nina Nunes,Jocelyn Jones-Lybarger,win,SUBRear Naked Choke,3,3:39,http://ufcstats.com/fight-details/53c3565ee1d3411a
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Walt Harris,Chase Sherman,win,KO/TKOKnee,2,2:41,http://ufcstats.com/fight-details/3f7684492c9df05e
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Joachim Christensen,Bojan Mihajlovic,win,KO/TKOPunches,3,2:05,http://ufcstats.com/fight-details/ae803440d778a12b
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,Cyril Asker,Dmitrii Smoliakov,win,KO/TKOPunches,1,2:41,http://ufcstats.com/fight-details/c1356395d6b055d7
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,Amanda Nunes,Ronda Rousey,win,KO/TKOPunches,1,0:48,http://ufcstats.com/fight-details/0aad210fbaa1db6c
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,Cody Garbrandt,Dominick Cruz,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/25e6b11e1cf45b83
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,TJ Dillashaw,John Lineker,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/7f663d67422c1b24
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,Dong Hyun Kim,Tarec Saffiedine,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/3d07a533feca7458
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,Ray Borg,Louis Smolka,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ab847a4cf397d7d5
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,Neil Magny,Johny Hendricks,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/abf0f8234f6be37e
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,Antonio Carlos Junior,Marvin Vettori,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/78736e322574e500
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,Alex Garcia,Mike Pyle,win,KO/TKOPunch,1,3:34,http://ufcstats.com/fight-details/31acf87e89a4a401
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,Niko Price,Brandon Thatch,win,SUBArm Triangle,1,4:30,http://ufcstats.com/fight-details/d8c7497043e7e5bd
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,Alex Oliveira,Tim Means,ncnc,CNC,1,3:33,http://ufcstats.com/fight-details/9d4b2767f6630fc9
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Michelle Waterson-Gomez,Paige VanZant,win,SUBRear Naked Choke,1,3:21,http://ufcstats.com/fight-details/5840527835a8ffb2
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Mickey Gall,Sage Northcutt,win,SUBRear Naked Choke,2,1:40,http://ufcstats.com/fight-details/23bc29f1b6baacad
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Urijah Faber,Brad Pickett,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/2cdf841a057d9039
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Alan Jouban,Mike Perry,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/473b9b56cdaedba3
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Paul Craig,Henrique da Silva,win,SUBArmbar,2,1:59,http://ufcstats.com/fight-details/01f396a7372dc8ff
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Mizuto Hirota,Cole Miller,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/4b35edc671de861f
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Colby Covington,Bryan Barberena,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/677588ea237aa5c0
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Alex Morono,James Moontasri,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/30f6cf4253b13b76
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Josh Emmett,Scott Holtzman,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/7979888b1fb5eb39
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Leslie Smith,Irene Aldana,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d77ace7aadb2383e
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Eddie Wineland,Takeya Mizugaki,win,KO/TKOPunches,1,3:04,http://ufcstats.com/fight-details/ca6d4239726931f9
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Hector Sandoval,Fredy Serrano,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/88c712be47805d63
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,Sultan Aliev,Bojan Velickovic,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/1ca4274019680d23
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Max Holloway,Anthony Pettis,win,KO/TKOPunches,3,4:50,http://ufcstats.com/fight-details/977a758d869f9e7a
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Donald Cerrone,Matt Brown,win,KO/TKOKick,3,0:34,http://ufcstats.com/fight-details/96404a3b32791c8d
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Cub Swanson,Dooho Choi,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/5f0aa841c21f7d30
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Kelvin Gastelum,Tim Kennedy,win,KO/TKOPunches,3,2:45,http://ufcstats.com/fight-details/07b98dbf5d2c62a2
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Emil Meek,Jordan Mein,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/761a215d51a0442e
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Misha Cirkunov,Nikita Krylov,win,SUBGuillotine Choke,1,4:38,http://ufcstats.com/fight-details/0af90a49f0ca1879
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Olivier Aubin-Mercier,Drew Dober,win,SUBRear Naked Choke,2,2:57,http://ufcstats.com/fight-details/04f27a78e4ffce47
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Viviane Pereira,Valerie Letourneau,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/ca9804845b010845
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Matthew Lopez,Mitch Gagnon,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/b121f30d7fc9ea6c
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Lando Vannata,John Makdessi,win,KO/TKOKick,1,1:40,http://ufcstats.com/fight-details/071d488ec8ccf254
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Rustam Khabilov,Jason Saggo,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/8b983e834df0c6c4
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,Dustin Ortiz,Zach Makovsky,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/d573e571d8349b5d
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Derrick Lewis,Shamil Abdurakhimov,win,KO/TKOPunches,4,3:42,http://ufcstats.com/fight-details/cb1e57b5f8c92922
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Francis Ngannou,Anthony Hamilton,win,SUBKimura,1,1:57,http://ufcstats.com/fight-details/0769ab47fcf0bf6b
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Corey Anderson,Sean O'Connell,win,KO/TKOPunches,2,2:36,http://ufcstats.com/fight-details/14e7bb7a9d49450d
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Gian Villante,Saparbeg Safarov,win,KO/TKOPunches,2,2:54,http://ufcstats.com/fight-details/25cd989ac5569629
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Justine Kish,Ashley Yoder,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/9555d8941df4a998
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Randy Brown,Brian Camozzi,win,KO/TKOKnee,2,1:25,http://ufcstats.com/fight-details/02e3699be1d8daa2
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Gerald Meerschaert,Joseph Gigliotti,win,SUBAnaconda Choke,1,4:12,http://ufcstats.com/fight-details/85feac6924abb35b
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Andrew Sanchez,Trevor Smith,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0b26d635106aea1c
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Shane Burgos,Tiago dos Santos e Silva,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/4bf0be780f2d09be
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Marc Diakiese,Frankie Perez,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/a71febed166b7d42
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Ryan Janes,Keith Berish,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/770312f3ca8506b6
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Juliana Lima,JJ Aldrich,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/87b6c507a7684ec2
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Demetrious Johnson,Tim Elliott,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/02822c35ffef5a50
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Joseph Benavidez,Henry Cejudo,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/5e1370a92ce8abb0
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Jorge Masvidal,Jake Ellenberger,win,KO/TKOPunches,1,4:05,http://ufcstats.com/fight-details/27ff7028ec8c2161
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Jared Cannonier,Ion Cutelaba,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/9cad47cdd6351e50
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Sara McMann,Alexis Davis,win,SUBArm Triangle,2,2:52,http://ufcstats.com/fight-details/a716172939767cab
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Brandon Moreno,Ryan Benoit,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/36830f6eb3c847f5
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Ryan Hall,Gray Maynard,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/019983faebec6d64
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Rob Font,Matt Schnell,win,KO/TKOPunch,1,3:47,http://ufcstats.com/fight-details/63b35df1276b3d64
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Dong Hyun Ma,Brendan O'Reilly,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/c5d48ca7c22f857e
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Jamie Moyle,Kailin Curran,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/5ae45d20a60dc109
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Anthony Smith,Elvis Mutapcic,win,KO/TKOElbow,2,3:27,http://ufcstats.com/fight-details/163fbb2185730846
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Devin Clark,Josh Stansbury,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/fe132ef2ab8ae9d2
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Robert Whittaker,Derek Brunson,win,KO/TKOKick,1,4:07,http://ufcstats.com/fight-details/6d04fbef6b8e4551
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Andrew Holbrook,Jake Matthews,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/0d33d43bee65d98f
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Omari Akhmedov,Kyle Noke,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/450760216f5643ca
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Alexander Volkanovski,Yusuke Kasuya,win,KO/TKOPunches,2,2:06,http://ufcstats.com/fight-details/2cab927474cb6e62
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Tyson Pedro,Khalil Rountree Jr.,win,SUBRear Naked Choke,1,4:07,http://ufcstats.com/fight-details/d1c519260c0ddf3a
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Danielle Taylor,Seo Hee Ham,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/314aea77cd24210f
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Daniel Kelly,Chris Camozzi,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/71854cfe738d6ee1
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Damien Brown,Jon Tuck,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/64bc223daa594bcc
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Jonathan Meunier,Richard Walsh,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/2c0a58ef0324e18b
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Ben Nguyen,Geane Herrera,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/291d91378a96d1e8
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Jason Knight,Dan Hooker,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/4f60a7e7b848bc6d
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Marlon Vera,Guangyou Ning,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/2e209dc450b7ebe3
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,Jenel Lausa,Yao Zhikui,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0da0dc2c7eb29f58
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Ryan Bader,Rogerio Nogueira,win,KO/TKOPunches,3,3:51,http://ufcstats.com/fight-details/106088694fa0c682
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Thomas Almeida,Albert Morales,win,KO/TKOPunches,2,1:37,http://ufcstats.com/fight-details/ac656cebef8cf0a4
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Claudia Gadelha,Cortney Casey,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/4c05732d411d6412
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Krzysztof Jotko,Thales Leites,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/3e1bd51261cb61df
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Kamaru Usman,Warlley Alves,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/939cc30f07131724
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Sergio Moraes,Zak Ottow,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/edcf1d6a1bd8acc7
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Cezar Ferreira,Jack Hermansson,win,SUBArm Triangle,2,2:11,http://ufcstats.com/fight-details/13d2b7aef67cb6ea
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Gadzhimurad Antigulov,Marcos Rogerio de Lima,win,SUBGuillotine Choke,1,1:07,http://ufcstats.com/fight-details/a5e240bcd7731725
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Johnny Eduardo,Manvel Gamburyan,win,KO/TKOPunch,2,0:46,http://ufcstats.com/fight-details/02b39d683f027517
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Luis Henrique,Christian Colombo,win,SUBGuillotine Choke,3,2:12,http://ufcstats.com/fight-details/9e75fbe17a35f272
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Pedro Munhoz,Justin Scoggins,win,SUBGuillotine Choke,2,1:55,http://ufcstats.com/fight-details/30a2c7e5b90e6d74
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Francimar Barroso,Darren Stewart,ncnc,Overturned,1,1:34,http://ufcstats.com/fight-details/934c967872f28b13
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Gegard Mousasi,Uriah Hall,win,KO/TKOPunches,1,4:37,http://ufcstats.com/fight-details/b5268a0c2df32a24
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Stevie Ray,Ross Pearson,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/6b5fe10e6e7d160a
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Alexander Volkov,Timothy Johnson,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/689116759885e4a5
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Artem Lobov,Teruto Ishihara,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/e4795ab9bdd6fb38
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Jack Marshman,Magnus Cedenblad,win,KO/TKOPunch,2,3:40,http://ufcstats.com/fight-details/f1afa75c8d492550
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Kyoji Horiguchi,Ali Bagautinov,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ad0bac98558900af
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Kevin Lee,Magomed Mustafaev,win,SUBRear Naked Choke,2,4:31,http://ufcstats.com/fight-details/dad034faf3d62cb9
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Amanda Cooper,Anna Elmose,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/24411c5356903d11
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Justin Ledet,Mark Godbeer,win,SUBRear Naked Choke,1,2:16,http://ufcstats.com/fight-details/8eaa23d64c20b0f1
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Zak Cummings,Alexander Yakovlev,win,SUBArmbar,2,4:02,http://ufcstats.com/fight-details/1b52e24d09700dd9
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Marion Reneau,Milana Dudieva,win,KO/TKOElbows,3,3:03,http://ufcstats.com/fight-details/7fce3efc5d2add6e
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Brett Johns,Kwan Ho Kwak,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/a337e11f80a75b7d
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,Abdul Razak Alhassan,Charlie Ward,win,KO/TKOPunch,1,0:53,http://ufcstats.com/fight-details/bd6909a463a1de2b
UFC 205: Alvarez vs McGregor,http://ufcstats.com/event-details/4956f60b7fa57c1a,Conor McGregor,Eddie Alvarez,win,KO/TKOPunches,2,3:04,http://ufcstats.com/fight-details/1d7015553debd1c8
UFC 205: Alvarez vs McGregor,http://ufcstats.com/event-details/4956f60b7fa57c1a,Tyron Woodley,Stephen Thompson,drawdraw,M-DEC,5,5:00,http://ufcstats.com/fight-details/b80ef7cdc36ab48b
UFC 205: Alvarez vs McGregor,http://ufcstats.com/event-details/4956f60b7fa57c1a,Joanna Jedrzejczyk,Karolina Kowalkiewicz,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/4403857f545ede75
UFC 205: Alvarez vs McGregor,http://ufcstats.com/event-details/4956f60b7fa57c1a,Yoel Romero,Chris Weidman,win,KO/TKOFlying Knee,3,0:24,http://ufcstats.com/fight-details/f37d18b5c35145bf
UFC 205: Alvarez vs McGregor,http://ufcstats.com/event-details/4956f60b7fa57c1a,Raquel Pennington,Miesha Tate,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/9ebfd601c43b89b3
UFC 205: Alvarez vs McGregor,http://ufcstats.com/event-details/4956f60b7fa57c1a,Frankie Edgar,Jeremy Stephens,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/9c4cbd0546d03f6b
